premium_id,policy_id,customer_id,premium_amount,premium_frequency,age_band,due_date,paid_date,payment_status,payment_method
PRM001431,P00023,C00058,108.00,monthly,55-64,2025-04-02,2025-04-02,paid,cheque
PRM001432,P00030,C00139,60.00,monthly,Under 35,2025-04-02,2025-03-31,paid,cheque
PRM001433,P00111,C00134,140.00,monthly,Under 35,2025-04-02,2025-03-31,paid,credit_card
PRM001434,P00126,C00089,272.00,monthly,75+,2025-04-02,2025-04-01,paid,cheque
PRM001435,P00027,C00025,84.00,monthly,65-74,2025-04-03,2025-04-18,late,credit_card
PRM001436,P00037,C00102,45.00,monthly,Under 35,2025-04-03,2025-04-01,paid,credit_card
PRM001437,P00075,C00100,144.00,monthly,75+,2025-04-03,2025-04-03,paid,credit_card
PRM001438,P00083,C00115,576.00,quarterly,75+,2025-04-03,2025-04-03,paid,pad
PRM001439,P00087,C00023,76.48,monthly,35-44,2025-04-03,2025-04-02,paid,credit_card
PRM001440,P00019,C00014,272.00,monthly,75+,2025-04-04,2025-04-04,paid,credit_card
PRM001441,P00051,C00033,168.00,monthly,45-54,2025-04-04,2025-04-04,paid,pad
PRM001442,P00072,C00070,91.00,monthly,Under 35,2025-04-04,2025-04-04,paid,cheque
PRM001443,P00160,C00018,85.00,monthly,Under 35,2025-04-04,2025-04-03,paid,credit_card
PRM001444,P00022,C00006,144.00,monthly,65-74,2025-04-05,2025-04-05,paid,credit_card
PRM001445,P00081,C00066,218.40,monthly,45-54,2025-04-05,2025-04-05,paid,cheque
PRM001446,P00116,C00037,189.00,quarterly,55-64,2025-04-05,2025-04-05,paid,pad
PRM001447,P00164,C00084,499.20,monthly,75+,2025-04-05,2025-04-04,paid,cheque
PRM001448,P00002,C00152,2553.60,quarterly,75+,2025-04-06,2025-04-05,paid,credit_card
PRM001449,P00082,C00143,51.75,monthly,35-44,2025-04-06,2025-04-05,paid,pad
PRM001450,P00135,C00135,448.00,monthly,75+,2025-04-06,2025-04-06,paid,cheque
PRM001451,P00065,C00047,192.00,monthly,75+,2025-04-07,2025-04-07,paid,cheque
PRM001452,P00094,C00056,45.00,monthly,Under 35,2025-04-07,2025-04-04,paid,credit_card
PRM001453,P00133,C00097,530.40,monthly,65-74,2025-04-07,2025-04-07,paid,credit_card
PRM001454,P00136,C00102,45.00,monthly,Under 35,2025-04-07,2025-04-06,paid,cheque
PRM001455,P00062,C00096,255.00,quarterly,Under 35,2025-04-08,2025-04-05,paid,pad
PRM001456,P00104,C00100,112.00,monthly,75+,2025-04-08,2025-04-06,paid,credit_card
PRM001457,P00134,C00093,336.00,quarterly,75+,04/08/2025,2025-04-05,paid,credit_card
PRM001458,P00152,C00093,384.00,monthly,75+,2025-04-08,2025-04-07,paid,cheque
PRM001459,P00024,C00013,358.80,monthly,35-44,2025-04-09,2025-04-06,paid,credit_card
PRM001460,P00052,C00082,1344.00,quarterly,75+,2025-04-09,2025-04-09,paid,pad
PRM001461,P00131,C00067,45.00,monthly,Under 35,2025-04-09,2025-04-09,paid,cheque
PRM001462,P00146,C00110,972.00,yearly,55-64,2025-04-09,2025-04-09,paid,credit_card
PRM001463,P00147,C00057,35.00,monthly,Under 35,2025-04-09,2025-04-08,paid,pad
PRM001464,P00165,C00010,$85.00 CAD,monthly,Under 35,04/09/2025,2025-04-07,paid,cheque
PRM001465,P00057,C00033,49.00,monthly,45-54,2025-04-10,2025-04-22,late,pad
PRM001466,P00112,C00122,85.00,monthly,Under 35,2025-04-11,2025-04-11,paid,credit_card
PRM001467,P00124,C00119,210.60,monthly,55-64,2025-04-11,2025-04-08,paid,pad
PRM001468,P00130,C00142,707.20,monthly,75+,2025-04-11,2025-04-25,late,cheque
PRM001469,P00003,C00107,85.00,monthly,Under 35,2025-04-12,2025-04-10,paid,cheque
PRM001470,P00122,C00118,112.00,monthly,75+,2025-04-12,2025-05-17,late,cheque
PRM001471,P00173,C00051,448.00,monthly,75+,2025-04-12,2025-04-11,paid,pad
PRM001472,P00016,C00001,49.00,monthly,45-54,2025-04-13,2025-04-10,paid,pad
PRM001473,P00074,C00020,638.40,monthly,65-74,2025-04-13,2025-04-12,paid,cheque
PRM001474,P00091,C00090,917.70,quarterly,35-44,2025-04-13,2025-04-24,late,pad
PRM001475,P00132,C00108,49.00,monthly,45-54,2025-04-13,2025-04-11,paid,credit_card
PRM001476,P00138,C00105,196.00,monthly,45-54,2025-04-13,2025-04-27,late,credit_card
PRM001477,P00140,C00123,112.00,monthly,75+,2025-04-13,2025-04-11,paid,credit_card
PRM001478,P00179,C00083,448.00,monthly,75+,2025-04-13,2025-04-12,paid,credit_card
PRM001479,P00058,C00077,69.00,monthly,35-44,2025-04-14,2025-04-11,paid,credit_card
PRM001480,P00123,C00042,108.00,monthly,55-64,2025-04-14,2025-04-12,paid,pad
PRM001481,P00007,C00140,127.40,monthly,45-54,2025-04-15,2025-04-14,paid,credit_card
PRM001482,P00041,C00130,98.32,monthly,35-44,2025-04-15,2025-04-23,late,pad
PRM001483,P00118,C00146,530.40,monthly,65-74,2025-04-15,2025-04-13,paid,credit_card
PRM001484,P00137,C00064,397.80,monthly,55-64,2025-04-15,2025-04-12,paid,cheque
PRM001485,P00020,C00131,638.40,monthly,65-74,2025-04-16,2025-05-03,late,cheque
PRM001486,P00156,C00127,266.00,monthly,Under 35,2025-04-16,2025-04-14,paid,credit_card
PRM001487,P00008,C00145,105.00,quarterly,Under 35,2025-04-17,2025-04-16,paid,pad
PRM001488,P00108,C00060,85.00,monthly,Under 35,2025-04-17,2025-04-14,paid,cheque
PRM001489,P00141,C00092,229.42,quarterly,35-44,2025-04-17,2025-04-14,paid,pad
PRM001490,P00142,C00091,161.50,monthly,Under 35,2025-04-17,2025-04-16,paid,cheque
PRM001491,P00025,C00085,499.20,monthly,75+,2025-04-18,2025-04-17,paid,cheque
PRM001492,P00035,C00050,84.00,monthly,65-74,2025-04-18,2025-04-15,paid,credit_card
PRM001493,P00154,C00123,374.40,monthly,75+,2025-04-18,2025-04-18,paid,cheque
PRM001494,P00045,C00103,131.10,monthly,35-44,2025-04-19,2025-05-06,late,credit_card
PRM001495,P00103,C00141,484.50,quarterly,Under 35,2025-04-19,2025-04-18,paid,cheque
PRM001496,P00001,C00151,384.00,monthly,75+,2025-04-20,2025-04-19,paid,cheque
PRM001497,P00098,C00089,192.00,monthly,75+,2025-04-20,2025-04-20,paid,credit_card
PRM001498,P00099,C00007,152.95,monthly,35-44,2025-04-20,2025-04-17,paid,cheque
PRM001499,P00076,C00021,262.20,monthly,35-44,2025-04-21,2025-04-21,paid,pad
PRM001500,P00042,C00129,478.80,monthly,55-64,2025-04-22,2025-04-19,paid,credit_card
PRM001501,P00086,C00109,374.40,monthly,75+,2025-04-22,2025-04-22,paid,credit_card
PRM001502,P00090,C00012,216.00,monthly,55-64,2025-04-22,2025-04-22,paid,credit_card
PRM001503,P00114,C00025,84.00,monthly,65-74,2025-04-23,2025-04-23,paid,cheque
PRM001504,P00151,C00091,364.00,monthly,Under 35,2025-04-23,2025-04-22,paid,credit_card
PRM001505,P00162,C00070,798.00,quarterly,Under 35,2025-04-23,2025-04-21,paid,credit_card
PRM001506,P00044,C00128,138.00,monthly,35-44,2025-04-25,2025-04-25,paid,pad
PRM001507,P00119,C00094,108.00,monthly,55-64,2025-04-25,2025-04-22,paid,pad
PRM001508,P00125,C00027,336.00,monthly,65-74,2025-04-25,2025-04-22,paid,credit_card
PRM001509,P00014,C00040,108.00,monthly,65-74,2025-04-26,2025-04-25,paid,credit_card
PRM001510,P00043,C00060,91.00,monthly,Under 35,2025-04-26,2025-04-26,paid,pad
PRM001511,P00073,C00111,210.60,monthly,55-64,2025-04-26,2025-04-25,paid,cheque
PRM001512,P00117,C00014,112.00,monthly,75+,2025-04-26,2025-04-25,paid,cheque
PRM001513,P00069,C00005,384.00,monthly,75+,2025-04-27,2025-04-27,paid,pad
PRM001514,P00092,C00126,45.00,monthly,Under 35,2025-04-27,2025-04-26,paid,credit_card
PRM001515,P00096,C00008,63.00,monthly,55-64,2025-04-27,2025-04-26,paid,credit_card
PRM001516,P00148,C00002,384.00,monthly,75+,2025-04-27,2025-04-25,paid,credit_card
PRM001517,P00018,C00149,117.00,monthly,Under 35,2025-04-28,2025-04-27,paid,pad
PRM001518,P00046,C00149,364.00,monthly,Under 35,2025-04-28,,missed,
PRM001519,P00050,C00034,66.50,monthly,Under 35,2025-04-28,2025-05-06,late,pad
PRM001520,P00054,C00150,290.70,monthly,55-64,2025-04-28,2025-04-27,paid,pad
PRM001521,P00077,C00147,91.00,monthly,Under 35,2025-04-28,2025-04-26,paid,credit_card
PRM001522,P00101,C00068,63.00,monthly,55-64,2025-04-28,2025-04-28,paid,pad
PRM001523,P00110,C00093,112.00,monthly,75+,2025-04-28,2025-04-26,paid,credit_card
PRM001524,P00121,C00063,63.00,monthly,55-64,2025-04-28,2025-04-27,paid,pad
PRM001525,P00158,C00008,290.70,monthly,55-64,2025-04-28,2025-04-25,paid,pad
PRM001526,P00177,C00095,76.48,monthly,35-44,2025-04-28,2025-04-27,paid,cheque
PRM001527,P00171,C00076,272.00,monthly,75+,2025-05-01,2025-04-29,paid,pad
PRM001528,P00013,C00034,161.50,monthly,Under 35,2025-05-02,2025-04-30,paid,pad
PRM001529,P00015,C00059,272.00,monthly,75+,2025-05-02,2025-05-01,paid,pad
PRM001530,P00023,C00058,108.00,monthly,55-64,2025-05-02,2025-05-01,paid,cheque
PRM001531,P00030,C00139,60.00,monthly,Under 35,2025-05-02,2025-04-30,paid,credit_card
PRM001532,P00111,C00134,140.00,monthly,Under 35,2025-05-02,2025-05-02,paid,credit_card
PRM001533,P00126,C00089,272.00,monthly,75+,2025-05-02,2025-04-30,paid,credit_card
PRM001534,P00161,C00055,2652.00,yearly,Under 35,2025-05-02,2025-05-01,paid,cheque
PRM001535,P00027,C00025,84.00,monthly,65-74,2025-05-03,2025-04-30,paid,pad
PRM001536,P00037,C00102,45.00,monthly,Under 35,2025-05-03,2025-05-01,paid,pad
PRM001537,P00075,C00100,144.00,monthly,75+,2025-05-03,2025-05-01,paid,credit_card
PRM001538,P00087,C00023,76.48,monthly,35-44,2025-05-03,2025-05-02,paid,pad
PRM001539,P00019,C00014,272.00,monthly,75+,2025-05-04,2025-05-02,paid,pad
PRM001540,P00051,C00033,168.00,monthly,45-54,2025-05-04,2025-05-02,paid,credit_card
PRM001541,P00072,C00070,91.00,monthly,Under 35,2025-05-04,2025-05-04,paid,cheque
PRM001542,P00160,C00018,85.00,monthly,Under 35,2025-05-04,2025-05-03,paid,credit_card
PRM001543,P00022,C00006,144.00,monthly,65-74,2025-05-05,2025-05-02,paid,pad
PRM001544,P00081,C00066,218.40,monthly,45-54,2025-05-05,2025-05-04,paid,credit_card
PRM001545,P00164,C00084,499.20,monthly,75+,2025-05-05,2025-05-02,paid,pad
PRM001546,P00082,C00143,51.75,monthly,35-44,2025-05-06,2025-05-04,paid,credit_card
PRM001547,P00135,C00135,448.00,monthly,75+,05/06/2025,2025-05-03,paid,pad
PRM001548,P00065,C00047,192.00,monthly,75+,2025-05-07,2025-05-04,paid,cheque
PRM001549,P00094,C00056,45.00,monthly,Under 35,2025-05-07,2025-05-06,paid,credit_card
PRM001550,P00133,C00097,530.40,monthly,65-74,2025-05-07,2025-05-07,paid,cheque
PRM001551,P00136,C00102,45.00,monthly,Under 35,2025-05-07,2025-05-04,paid,cheque
PRM001552,P00104,C00100,112.00,monthly,75+,2025-05-08,2025-05-08,paid,pad
PRM001553,P00152,C00093,384.00,monthly,75+,2025-05-08,2025-05-08,paid,credit_card
PRM001554,P00024,C00013,358.80,monthly,35-44,2025-05-09,2025-05-09,paid,pad
PRM001555,P00131,C00067,45.00,monthly,Under 35,2025-05-09,2025-05-06,paid,cheque
PRM001556,P00147,C00057,35.00,monthly,Under 35,2025-05-09,,missed,
PRM001557,P00165,C00010,85.00,monthly,Under 35,2025-05-09,2025-05-07,paid,pad
PRM001558,P00180,C00028,372.40,monthly,45-54,2025-05-09,2025-05-08,paid,pad
PRM001559,P00009,C00037,756.00,quarterly,55-64,2025-05-10,2025-05-09,paid,pad
PRM001560,P00057,C00033,49.00,monthly,45-54,2025-05-10,2025-05-09,paid,cheque
PRM001561,P00112,C00122,85.00,monthly,Under 35,2025-05-11,2025-05-08,paid,credit_card
PRM001562,P00124,C00119,210.60,monthly,55-64,2025-05-11,2025-05-10,paid,credit_card
PRM001563,P00130,C00142,707.20,monthly,75+,2025-05-11,2025-05-10,paid,cheque
PRM001564,P00003,C00107,85.00,monthly,Under 35,2025-05-12,2025-05-12,paid,credit_card
PRM001565,P00122,C00118,112.00,monthly,75+,2025-05-12,,missed,
PRM001566,P00173,C00051,448.00,monthly,75+,2025-05-12,2025-05-09,paid,cheque
PRM001567,P00016,C00001,49.00,monthly,45-54,2025-05-13,,missed,
PRM001568,P00074,C00020,638.40,monthly,65-74,2025-05-13,2025-05-11,paid,cheque
PRM001569,P00132,C00108,49.00,monthly,45-54,2025-05-13,2025-05-12,paid,pad
PRM001570,P00138,C00105,196.00,monthly,45-54,2025-05-13,2025-05-25,late,pad
PRM001571,P00140,C00123,112.00,monthly,75+,2025-05-13,2025-05-10,paid,cheque
PRM001572,P00179,C00083,448.00,monthly,75+,2025-05-13,2025-05-10,paid,pad
PRM001573,P00058,C00077,69.00,monthly,35-44,2025-05-14,2025-05-13,paid,pad
PRM001574,P00123,C00042,108.00,monthly,55-64,2025-05-14,2025-05-12,paid,credit_card
PRM001575,P00007,C00140,127.40,monthly,45-54,2025-05-15,2025-05-12,paid,credit_card
PRM001576,P00041,C00130,98.32,monthly,35-44,05/15/2025,2025-05-13,paid,cheque
PRM001577,P00118,C00146,530.40,monthly,65-74,2025-05-15,2025-05-15,paid,credit_card
PRM001578,P00137,C00064,397.80,monthly,55-64,2025-05-15,2025-05-15,paid,pad
PRM001579,P00176,C00081,120.75,quarterly,35-44,2025-05-15,2025-05-12,paid,credit_card
PRM001580,P00020,C00131,638.40,monthly,65-74,2025-05-16,2025-05-13,paid,pad
PRM001581,P00048,C00041,207.00,quarterly,35-44,2025-05-16,2025-05-13,paid,credit_card
PRM001582,P00156,C00127,266.00,monthly,Under 35,2025-05-16,2025-05-15,paid,cheque
PRM001583,P00108,C00060,85.00,monthly,Under 35,2025-05-17,2025-05-14,paid,pad
PRM001584,P00142,C00091,161.50,monthly,Under 35,2025-05-17,2025-05-15,paid,cheque
PRM001585,P00174,C00031,243.00,quarterly,55-64,2025-05-17,2025-05-15,paid,credit_card
PRM001586,P00025,C00085,499.20,monthly,75+,2025-05-18,2025-05-16,paid,cheque
PRM001587,P00035,C00050,84.00,monthly,65-74,2025-05-18,2025-05-15,paid,credit_card
PRM001588,P00154,C00123,374.40,monthly,75+,2025-05-18,2025-05-15,paid,pad
PRM001589,P00045,C00103,131.10,monthly,35-44,2025-05-19,2025-05-18,paid,cheque
PRM001590,P00149,C00011,678.30,quarterly,45-54,2025-05-19,2025-05-19,paid,cheque
PRM001591,P00001,C00151,$384.00 CAD,monthly,75+,2025-05-20,2025-05-19,paid,pad
PRM001592,P00098,C00089,192.00,monthly,75+,2025-05-20,2025-05-19,paid,credit_card
PRM001593,P00099,C00007,152.95,monthly,35-44,2025-05-20,2025-05-20,paid,cheque
PRM001594,P00076,C00021,262.20,monthly,35-44,2025-05-21,2025-05-19,paid,credit_card
PRM001595,P00042,C00129,478.80,monthly,55-64,2025-05-22,2025-05-20,paid,cheque
PRM001596,P00086,C00109,374.40,monthly,75+,2025-05-22,2025-05-29,late,cheque
PRM001597,P00090,C00012,216.00,monthly,55-64,2025-05-22,2025-05-20,paid,credit_card
PRM001598,P00114,C00025,84.00,monthly,65-74,2025-05-23,2025-05-21,paid,cheque
PRM001599,P00151,C00091,364.00,monthly,Under 35,2025-05-23,2025-05-20,paid,cheque
PRM001600,P00029,C00044,189.00,quarterly,45-54,2025-05-24,2025-05-22,paid,credit_card
PRM001601,P00044,C00128,138.00,monthly,35-44,2025-05-25,2025-05-23,paid,pad
PRM001602,P00119,C00094,108.00,monthly,55-64,2025-05-25,2025-05-22,paid,credit_card
PRM001603,P00125,C00027,336.00,monthly,65-74,2025-05-25,2025-05-24,paid,pad
PRM001604,P00159,C00004,254.15,monthly,35-44,2025-05-25,2025-05-24,paid,pad
PRM001605,P00014,C00040,108.00,monthly,65-74,2025-05-26,2025-05-24,paid,cheque
PRM001606,P00043,C00060,91.00,monthly,Under 35,2025-05-26,2025-05-25,paid,pad
PRM001607,P00073,C00111,210.60,monthly,55-64,2025-05-26,2025-06-03,late,cheque
PRM001608,P00097,C00068,461.70,quarterly,55-64,2025-05-26,2025-05-23,paid,pad
PRM001609,P00117,C00014,112.00,monthly,75+,2025-05-26,2025-05-26,paid,pad
PRM001610,P00069,C00005,384.00,monthly,75+,2025-05-27,2025-05-27,paid,cheque
PRM001611,P00092,C00126,45.00,monthly,Under 35,2025-05-27,2025-05-27,paid,pad
PRM001612,P00096,C00008,63.00,monthly,55-64,2025-05-27,2025-05-24,paid,credit_card
PRM001613,P00148,C00002,384.00,monthly,75+,2025-05-27,2025-05-27,paid,cheque
PRM001614,P00018,C00149,117.00,monthly,Under 35,2025-05-28,2025-06-16,late,cheque
PRM001615,P00046,C00149,364.00,monthly,Under 35,2025-05-28,2025-05-27,paid,cheque
PRM001616,P00050,C00034,66.50,monthly,Under 35,2025-05-28,2025-05-28,paid,pad
PRM001617,P00054,C00150,290.70,monthly,55-64,2025-05-28,2025-05-26,paid,pad
PRM001618,P00077,C00147,91.00,monthly,Under 35,2025-05-28,2025-05-26,paid,credit_card
PRM001619,P00101,C00068,63.00,monthly,55-64,2025-05-28,2025-05-25,paid,credit_card
PRM001620,P00110,C00093,112.00,monthly,75+,2025-05-28,2025-05-26,paid,cheque
PRM001621,P00121,C00063,63.00,monthly,55-64,2025-05-28,2025-07-01,late,credit_card
PRM001622,P00158,C00008,290.70,monthly,55-64,2025-05-28,2025-05-27,paid,credit_card
PRM001623,P00177,C00095,76.48,monthly,35-44,2025-05-28,2025-05-28,paid,cheque
PRM001624,P00171,C00076,272.00,monthly,75+,2025-06-01,2025-05-30,paid,cheque
PRM001625,P00006,C00069,2228.70,yearly,35-44,2025-06-02,2025-06-01,paid,cheque
PRM001626,P00013,C00034,161.50,monthly,Under 35,2025-06-02,2025-06-01,paid,pad
PRM001627,P00015,C00059,272.00,monthly,75+,2025-06-02,2025-06-02,paid,credit_card
PRM001628,P00023,C00058,108.00,monthly,55-64,2025-06-02,2025-06-02,paid,cheque
PRM001629,P00030,C00139,60.00,monthly,Under 35,2025-06-02,2025-05-31,paid,cheque
PRM001630,P00111,C00134,140.00,monthly,Under 35,2025-06-02,2025-05-30,paid,cheque
PRM001631,P00126,C00089,272.00,monthly,75+,2025-06-02,2025-06-02,paid,pad
PRM001632,P00027,C00025,84.00,monthly,65-74,2025-06-03,2025-06-01,paid,pad
PRM001633,P00037,C00102,45.00,monthly,Under 35,2025-06-03,2025-05-31,paid,cheque
PRM001634,P00075,C00100,144.00,monthly,75+,2025-06-03,2025-06-01,paid,credit_card
PRM001635,P00087,C00023,76.48,monthly,35-44,2025-06-03,2025-06-02,paid,credit_card
PRM001636,P00017,C00068,7862.40,yearly,55-64,2025-06-04,2025-06-02,paid,credit_card
PRM001637,P00019,C00014,272.00,monthly,75+,2025-06-04,2025-06-03,paid,pad
PRM001638,P00051,C00033,168.00,monthly,45-54,2025-06-04,2025-06-04,paid,cheque
PRM001639,P00072,C00070,91.00,monthly,Under 35,2025-06-04,2025-06-02,paid,credit_card
PRM001640,P00088,C00100,1550.40,quarterly,75+,2025-06-04,2025-06-02,paid,credit_card
PRM001641,P00160,C00018,85.00,monthly,Under 35,2025-06-04,2025-06-04,paid,pad
PRM001642,P00022,C00006,144.00,monthly,65-74,2025-06-05,2025-06-05,paid,credit_card
PRM001643,P00081,C00066,218.40,monthly,45-54,2025-06-05,2025-06-02,paid,cheque
PRM001644,P00164,C00084,499.20,monthly,75+,2025-06-05,2025-06-04,paid,pad
PRM001645,P00082,C00143,51.75,monthly,35-44,2025-06-06,2025-06-05,paid,cheque
PRM001646,P00135,C00135,448.00,monthly,75+,2025-06-06,2025-06-06,paid,cheque
PRM001647,P00065,C00047,192.00,monthly,75+,2025-06-07,2025-06-06,paid,cheque
PRM001648,P00094,C00056,45.00,monthly,Under 35,2025-06-07,2025-06-07,paid,cheque
PRM001649,P00133,C00097,530.40,monthly,65-74,2025-06-07,2025-06-04,paid,credit_card
PRM001650,P00136,C00102,45.00,monthly,Under 35,2025-06-07,2025-06-06,paid,cheque
PRM001651,P00104,C00100,112.00,monthly,75+,2025-06-08,2025-06-05,paid,pad
PRM001652,P00106,C00045,185.72,monthly,35-44,2025-06-08,2025-06-05,paid,pad
PRM001653,P00152,C00093,384.00,monthly,75+,2025-06-08,2025-06-06,paid,cheque
PRM001654,P00024,C00013,358.80,monthly,35-44,2025-06-09,2025-06-07,paid,credit_card
PRM001655,p00089 ,C00099,189.00,quarterly,45-54,06/09/2025,2025-06-09,paid,credit_card
PRM001656,P00131,C00067,45.00,monthly,Under 35,2025-06-09,2025-06-20,late,cheque
PRM001657,P00147,C00057,35.00,monthly,Under 35,2025-06-09,2025-06-08,paid,cheque
PRM001658,P00165,C00010,85.00,monthly,Under 35,2025-06-09,2025-06-07,paid,credit_card
PRM001659,P00180,C00028,372.40,monthly,45-54,2025-06-09,2025-06-07,paid,pad
PRM001660,P00057,C00033,49.00,monthly,45-54,2025-06-10,,missed,
PRM001661,P00175,C00024,180.00,quarterly,Under 35,2025-06-10,2025-06-09,paid,cheque
PRM001662,P00112,C00122,85.00,monthly,Under 35,2025-06-11,2025-06-10,paid,cheque
PRM001663,P00124,C00119,210.60,monthly,55-64,2025-06-11,2025-06-08,paid,pad
PRM001664,P00130,C00142,707.20,monthly,75+,2025-06-11,2025-06-10,paid,pad
PRM001665,P00003,C00107,85.00,monthly,Under 35,2025-06-12,2025-06-10,paid,credit_card
PRM001666,P00079,C00116,420.00,yearly,Under 35,2025-06-12,2025-06-11,paid,credit_card
PRM001667,P00122,C00118,112.00,monthly,75+,2025-06-12,2025-06-11,paid,credit_card
PRM001668,P00173,C00051,448.00,monthly,75+,2025-06-12,2025-06-09,paid,pad
PRM001669,P00016,C00001,49.00,monthly,45-54,2025-06-13,2025-06-12,paid,pad
PRM001670,P00066,C00064,842.40,quarterly,55-64,2025-06-13,2025-06-13,paid,cheque
PRM001671,P00074,C00020,638.40,monthly,65-74,2025-06-13,2025-06-11,paid,cheque
PRM001672,P00080,C00042,615.60,quarterly,55-64,2025-06-13,2025-06-13,paid,credit_card
PRM001673,P00132,C00108,49.00,monthly,45-54,2025-06-13,2025-06-13,paid,credit_card
PRM001674,P00138,C00105,196.00,monthly,45-54,2025-06-13,2025-06-11,paid,cheque
PRM001675,P00140,C00123,112.00,monthly,75+,2025-06-13,2025-06-12,paid,pad
PRM001676,P00179,C00083,448.00,monthly,75+,2025-06-13,2025-06-13,paid,credit_card
PRM001677,P00058,C00077,69.00,monthly,35-44,2025-06-14,2025-06-11,paid,pad
PRM001678,P00123,C00042,108.00,monthly,55-64,2025-06-14,2025-06-13,paid,pad
PRM001679,P00007,C00140,127.40,monthly,45-54,2025-06-15,2025-06-24,late,credit_card
PRM001680,P00041,C00130,98.32,monthly,35-44,2025-06-15,2025-06-14,paid,credit_card
PRM001681,P00107,C00099,491.40,quarterly,45-54,2025-06-15,2025-06-15,paid,pad
PRM001682,P00118,C00146,530.40,monthly,65-74,2025-06-15,2025-06-14,paid,credit_card
PRM001683,P00137,C00064,397.80,monthly,55-64,2025-06-15,2025-06-15,paid,cheque
PRM001684,P00020,C00131,638.40,monthly,65-74,2025-06-16,2025-06-15,paid,pad
PRM001685,P00156,C00127,266.00,monthly,Under 35,2025-06-16,2025-06-16,paid,credit_card
PRM001686,P00108,C00060,85.00,monthly,Under 35,2025-06-17,2025-06-15,paid,pad
PRM001687,P00142,C00091,161.50,monthly,Under 35,2025-06-17,2025-06-15,paid,credit_card
PRM001688,P00025,C00085,499.20,monthly,75+,2025-06-18,2025-06-18,paid,pad
PRM001689,P00035,C00050,84.00,monthly,65-74,2025-06-18,2025-06-16,paid,cheque
PRM001690,P00154,C00123,374.40,monthly,75+,2025-06-18,2025-06-18,paid,credit_card
PRM001691,P00172,C00137,842.40,quarterly,65-74,2025-06-18,2025-06-16,paid,pad
PRM001692,P00045,C00103,131.10,monthly,35-44,2025-06-19,2025-06-18,paid,pad
PRM001693,P00001,C00151,384.00,monthly,75+,2025-06-20,2025-06-18,paid,cheque
PRM001694,P00098,C00089,192.00,monthly,75+,2025-06-20,2025-06-18,paid,credit_card
PRM001695,P00099,C00007,152.95,monthly,35-44,2025-06-20,2025-06-19,paid,credit_card
PRM001696,P00076,C00021,262.20,monthly,35-44,2025-06-21,2025-06-19,paid,cheque
PRM001697,P00042,C00129,478.80,monthly,55-64,2025-06-22,2025-06-20,paid,credit_card
PRM001698,P00086,C00109,374.40,monthly,75+,2025-06-22,2025-06-22,paid,credit_card
PRM001699,P00090,C00012,216.00,monthly,55-64,2025-06-22,2025-06-20,paid,credit_card
PRM001700,P00114,C00025,84.00,monthly,65-74,2025-06-23,2025-06-21,paid,pad
PRM001701,P00151,C00091,364.00,monthly,Under 35,2025-06-23,2025-06-23,paid,cheque
PRM001702,P00044,C00128,138.00,monthly,35-44,2025-06-25,2025-06-25,paid,pad
PRM001703,p00119 ,C00094,108.00,monthly,55-64,2025-06-25,2025-06-22,paid,credit_card
PRM001704,P00125,C00027,336.00,monthly,65-74,2025-06-25,2025-06-23,paid,credit_card
PRM001705,P00159,C00004,254.15,monthly,35-44,2025-06-25,2025-06-24,paid,credit_card
PRM001706,P00014,C00040,108.00,monthly,65-74,2025-06-26,2025-06-26,paid,cheque
PRM001707,P00043,C00060,91.00,monthly,Under 35,2025-06-26,2025-06-23,paid,credit_card
PRM001708,P00073,C00111,210.60,monthly,55-64,2025-06-26,2025-06-23,paid,cheque
PRM001709,P00117,C00014,112.00,monthly,75+,2025-06-26,2025-06-25,paid,credit_card
PRM001710,P00069,C00005,384.00,monthly,75+,2025-06-27,2025-07-08,late,pad
PRM001711,P00092,C00126,45.00,monthly,Under 35,2025-06-27,2025-06-25,paid,pad
PRM001712,P00096,C00008,63.00,monthly,55-64,2025-06-27,2025-06-25,paid,pad
PRM001713,P00148,C00002,384.00,monthly,75+,2025-06-27,2025-06-24,paid,pad
PRM001714,P00018,C00149,117.00,monthly,Under 35,2025-06-28,2025-06-26,paid,credit_card
PRM001715,P00046,C00149,364.00,monthly,Under 35,2025-06-28,2025-06-25,paid,cheque
PRM001716,P00050,C00034,66.50,monthly,Under 35,2025-06-28,2025-06-25,paid,pad
PRM001717,P00054,C00150,290.70,monthly,55-64,2025-06-28,2025-06-28,paid,cheque
PRM001718,P00077,C00147,91.00,monthly,Under 35,2025-06-28,2025-06-28,paid,cheque
PRM001719,P00101,C00068,63.00,monthly,55-64,2025-06-28,2025-06-28,paid,pad
PRM001720,P00110,C00093,112.00,monthly,75+,2025-06-28,2025-06-25,paid,credit_card
PRM001721,P00121,C00063,63.00,monthly,55-64,2025-06-28,2025-06-26,paid,cheque
PRM001722,P00158,C00008,290.70,monthly,55-64,2025-06-28,2025-06-26,paid,pad
PRM001723,P00177,C00095,76.48,monthly,35-44,2025-06-28,2025-06-25,paid,cheque
PRM001724,P00026,C00058,410.40,monthly,55-64,2025-06-29,2025-06-26,paid,credit_card
PRM001725,P00095,C00085,851.20,monthly,75+,2025-06-30,2025-06-30,paid,cheque
PRM001726,P00053,C00104,1008.00,quarterly,65-74,2025-07-01,2025-07-01,paid,cheque
